"","Reserve","SiteID","Region","Geomorphology","tidal_range","salinity","Metric","SampleSize","term","df","sumsq","meansq","statistic","pvalue"
"1124","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",120,"Year:Vegetation_Zone",1,0.06,0.06,0.5663,0.4532
"1125","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",120,"Residuals",116,12.2908,0.106,NA,1
"1126","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",265,"Year",1,0.1227,0.1227,0.603,0.4381
"1127","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",265,"Vegetation_Zone",2,0.8235,0.4118,2.0244,0.1342
"1128","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",265,"Year:Vegetation_Zone",2,1.216,0.608,2.9892,0.0521
"1129","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Shannon-Weiner Diversity",265,"Residuals",259,52.6808,0.2034,NA,1
"1130","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",420,"Year",1,1.4273,1.4273,10.6314,0.0012
"1131","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",420,"Vegetation_Zone",2,51.7352,25.8676,192.6777,0
"1132","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",420,"Year:Vegetation_Zone",2,0.9922,0.4961,3.6951,0.0257
"1133","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",420,"Residuals",414,55.5808,0.1343,NA,1
"1134","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",307,"Year",1,2.4144,2.4144,29.1266,0
"1135","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",307,"Vegetation_Zone",2,40.3345,20.1672,243.2919,0
"1136","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",307,"Year:Vegetation_Zone",2,0.5771,0.2886,3.481,0.032
"1137","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",307,"Residuals",301,24.9509,0.0829,NA,1
"1138","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",331,"Year",1,5e-04,5e-04,0.003,0.9564
"1139","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",331,"Vegetation_Zone",2,28.3769,14.1884,94.2803,0
"1140","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",331,"Year:Vegetation_Zone",2,0.5793,0.2896,1.9245,0.1476
"1141","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Shannon-Weiner Diversity",331,"Residuals",325,48.9099,0.1505,NA,1
"1142","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",142,"Year",1,0.0612,0.0612,1.1594,0.2835
"1143","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",142,"Vegetation_Zone",1,0.0367,0.0367,0.6951,0.4059
"1144","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",142,"Year:Vegetation_Zone",1,0.165,0.165,3.1258,0.0793
"1145","ACE","EIN","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",142,"Residuals",138,7.2863,0.0528,NA,1
"1146","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",122,"Year",1,0.4116,0.4116,4.037,0.0468
"1147","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",122,"Vegetation_Zone",1,0.0236,0.0236,0.2317,0.6311
"1148","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",122,"Year:Vegetation_Zone",1,0.6899,0.6899,6.7667,0.0105
"1149","ACE","EIS","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",122,"Residuals",118,12.0306,0.102,NA,1
"1150","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Salt Ratio",346,"Year",1,0.0607,0.0607,2.4647,0.1174
"1151","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Salt Ratio",346,"Vegetation_Zone",2,0.2153,0.1077,4.3712,0.0134
"1152","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Salt Ratio",346,"Year:Vegetation_Zone",2,0.1018,0.0509,2.0676,0.1281
"1153","APA","PC","Gulf Coast","Bay Front","Microtidal","Polyhaline","Salt Ratio",346,"Residuals",340,8.3736,0.0246,NA,1
"1154","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Salt Ratio",160,"Year",1,1e-04,1e-04,3.4144,0.0665
"1155","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Salt Ratio",160,"Vegetation_Zone",1,0,0,0.4706,0.4937
"1156","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Salt Ratio",160,"Year:Vegetation_Zone",1,0,0,0.6916,0.4069
"1157","CBM","MB","Mid-Atlantic","Bay Front","Microtidal","Mesohaline","Salt Ratio",160,"Residuals",156,0.0031,0,NA,1
"1158","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Salt Ratio",419,"Year",1,0.0253,0.0253,2.9145,0.0885
"1159","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Salt Ratio",419,"Vegetation_Zone",1,0.0657,0.0657,7.5777,0.0062
"1160","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Salt Ratio",419,"Year:Vegetation_Zone",1,0.0017,0.0017,0.1953,0.6588
"1161","CBM","OPC","Mid-Atlantic","Riverine","Microtidal","Oligohaline","Salt Ratio",419,"Residuals",415,3.5995,0.0087,NA,1
"1162","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Salt Ratio",120,"Year",1,0,0,211311.1016,0
"1163","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Salt Ratio",120,"Vegetation_Zone",2,3.8667,1.9333,1.36078739905189e+30,0
"1164","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Salt Ratio",120,"Year:Vegetation_Zone",2,0,0,67.3992,0
"1165","DEL","SJR","Mid-Atlantic","Riverine","Microtidal","Mesohaline","Salt Ratio",120,"Residuals",114,0,0,NA,1
"1166","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",60,"Year",1,0.0193,0.0193,5.6084,0.0215
"1167","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",60,"Vegetation_Zone",2,0.5115,0.2557,74.1745,0
"1168","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",60,"Year:Vegetation_Zone",2,0.174,0.087,25.2379,0
"1169","ELK","Upper","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",60,"Residuals",54,0.1862,0.0034,NA,1
"1170","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",100,"Year",1,0,0,NA,1
"1171","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",100,"Vegetation_Zone",2,0,0,NA,1
"1172","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",100,"Year:Vegetation_Zone",2,0,0,NA,1
"1173","ELK","Lower","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",100,"Residuals",94,0,0,NA,1
"1174","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Salt Ratio",162,"Year",1,0.0362,0.0362,0.4217,0.517
"1175","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Salt Ratio",162,"Vegetation_Zone",1,14.3669,14.3669,167.4963,0
"1176","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Salt Ratio",162,"Year:Vegetation_Zone",1,0.1582,0.1582,1.8447,0.1763
"1177","GND","spalt","Gulf Coast","Bay Front","Microtidal","Polyhaline","Salt Ratio",162,"Residuals",158,13.5523,0.0858,NA,1
"1178","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Salt Ratio",210,"Year",1,0.2459,0.2459,2.8673,0.0919
"1179","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Salt Ratio",210,"Vegetation_Zone",1,3.0726,3.0726,35.8312,0
"1180","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Salt Ratio",210,"Year:Vegetation_Zone",1,0.3798,0.3798,4.4295,0.0365
"1181","GND","juro low","Gulf Coast","Bay Front","Microtidal","Mesohaline","Salt Ratio",210,"Residuals",206,17.6648,0.0858,NA,1
"1182","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Salt Ratio",128,"Year",1,0.0975,0.0975,1.6545,0.2007
"1183","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Salt Ratio",128,"Vegetation_Zone",1,0.1688,0.1688,2.8647,0.0931
"1184","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Salt Ratio",128,"Year:Vegetation_Zone",1,0.0031,0.0031,0.0531,0.8182
"1185","GND","juro high","Gulf Coast","Riverine","Microtidal","Mesohaline","Salt Ratio",128,"Residuals",124,7.3052,0.0589,NA,1
"1186","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Salt Ratio",240,"Year",1,0.0022,0.0022,0.0657,0.798
"1187","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Salt Ratio",240,"Vegetation_Zone",2,7.1895,3.5947,109.6592,0
"1188","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Salt Ratio",240,"Year:Vegetation_Zone",2,1.4902,0.7451,22.7297,0
"1189","GND","juro mid","Gulf Coast","Riverine","Microtidal","Mesohaline","Salt Ratio",240,"Residuals",234,7.6707,0.0328,NA,1
"1190","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Salt Ratio",491,"Year",1,0.0068,0.0068,0.3579,0.55
"1191","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Salt Ratio",491,"Vegetation_Zone",2,13.4554,6.7277,353.7394,0
"1192","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Salt Ratio",491,"Year:Vegetation_Zone",2,0.1322,0.0661,3.4746,0.0317
"1193","GRB","SP","Northeast","Bay Front","Mesotidal","Polyhaline","Salt Ratio",491,"Residuals",485,9.2241,0.019,NA,1
"1194","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Salt Ratio",429,"Year",1,0.0351,0.0351,0.5881,0.4436
"1195","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Salt Ratio",429,"Vegetation_Zone",2,25.2193,12.6097,211.1199,0
"1196","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Salt Ratio",429,"Year:Vegetation_Zone",2,0.0275,0.0137,0.23,0.7947
"1197","GRB","GBF","Northeast","Riverine","Mesotidal","Polyhaline","Salt Ratio",429,"Residuals",423,25.2647,0.0597,NA,1
"1198","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Salt Ratio",329,"Year",1,0.0214,0.0214,0.7402,0.3902
"1199","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Salt Ratio",329,"Vegetation_Zone",2,7.2578,3.6289,125.6833,0
"1200","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Salt Ratio",329,"Year:Vegetation_Zone",2,0.1006,0.0503,1.7422,0.1768
"1201","GRB","BC","Northeast","Riverine","Mesotidal","Polyhaline","Salt Ratio",329,"Residuals",323,9.3261,0.0289,NA,1
"1202","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Salt Ratio",406,"Year",1,3.5208,3.5208,58.3102,0
"1203","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Salt Ratio",406,"Vegetation_Zone",2,3.1688,1.5844,26.2405,0
"1204","GTM","46","Southeast","Riverine","Microtidal","Oligohaline","Salt Ratio",406,"Residuals",402,24.2727,0.0604,NA,1
"1205","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Salt Ratio",546,"Year",1,0.1287,0.1287,3.4311,0.0645
"1206","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Salt Ratio",546,"Vegetation_Zone",2,4.7401,2.37,63.179,0
"1207","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Salt Ratio",546,"Year:Vegetation_Zone",2,0.0808,0.0404,1.0771,0.3413
"1208","KAC","FR","West Coast","Bay Front","Macrotidal","Mesohaline","Salt Ratio",546,"Residuals",540,20.257,0.0375,NA,1
"1209","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Salt Ratio",346,"Year",1,0.0827,0.0827,1.9248,0.1662
"1210","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Salt Ratio",346,"Vegetation_Zone",2,10.543,5.2715,122.6753,0
"1211","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Salt Ratio",346,"Year:Vegetation_Zone",2,0.3293,0.1646,3.8312,0.0226
"1212","KAC","BS","West Coast","Back Barrier","Macrotidal","Oligohaline","Salt Ratio",346,"Residuals",340,14.6102,0.043,NA,1
"1213","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Salt Ratio",463,"Year",1,1e-04,1e-04,0.0018,0.9666
"1214","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Salt Ratio",463,"Vegetation_Zone",1,0.2909,0.2909,5.0968,0.0244
"1215","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Salt Ratio",463,"Year:Vegetation_Zone",1,0.1203,0.1203,2.1086,0.1472
"1216","KAC","CP","West Coast","Bay Front","Macrotidal","Mesohaline","Salt Ratio",463,"Residuals",459,26.1975,0.0571,NA,1
"1217","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Salt Ratio",161,"Year",1,0.0378,0.0378,0.8254,0.365
"1218","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Salt Ratio",161,"Vegetation_Zone",1,0.0689,0.0689,1.5028,0.2221
"1219","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Salt Ratio",161,"Year:Vegetation_Zone",1,1e-04,1e-04,0.0013,0.9715
"1220","KAC","SC","West Coast","Bay Front","Macrotidal","Mesohaline","Salt Ratio",161,"Residuals",157,7.1936,0.0458,NA,1
"1221","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Salt Ratio",312,"Year",1,0,0,3.3811,0.0669
"1222","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Salt Ratio",312,"Vegetation_Zone",2,7e-04,3e-04,46.8403,0
"1223","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Salt Ratio",312,"Year:Vegetation_Zone",2,1e-04,1e-04,9.6586,1e-04
"1224","NAR","Nag","Northeast","Bay Front","Microtidal","Polyhaline","Salt Ratio",312,"Residuals",306,0.0023,0,NA,1
"1225","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Salt Ratio",273,"Year",1,0,0,2.5793,0.1094
"1226","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Salt Ratio",273,"Vegetation_Zone",2,0,0,0.4559,0.6343
"1227","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Salt Ratio",273,"Year:Vegetation_Zone",2,0,0,1.1724,0.3112
"1228","NAR","Coggeshall","Northeast","Bay Front","Microtidal","Polyhaline","Salt Ratio",273,"Residuals",267,0,0,NA,1
"1229","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",319,"Year",1,0.0041,0.0041,0.0474,0.8279
"1230","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",319,"Vegetation_Zone",2,0.0372,0.0186,0.213,0.8083
"1231","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",319,"Year:Vegetation_Zone",2,0.3621,0.181,2.076,0.1272
"1232","NIW","Segment A","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",319,"Residuals",313,27.2964,0.0872,NA,1
"1233","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",338,"Year",1,0.0882,0.0882,1.083,0.2988
"1234","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",338,"Vegetation_Zone",1,3e-04,3e-04,0.0041,0.9488
"1235","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",338,"Year:Vegetation_Zone",1,0.0144,0.0144,0.1763,0.6748
"1236","NIW","Segment B","Southeast","Riverine","Microtidal","Polyhaline","Salt Ratio",338,"Residuals",334,27.2099,0.0815,NA,1
"1237","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",789,"Year",1,1.8108,1.8108,16.525,1e-04
"1238","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",789,"Vegetation_Zone",1,2.1762,2.1762,19.8595,0
"1239","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",789,"Year:Vegetation_Zone",1,0.2852,0.2852,2.6031,0.1071
"1240","NOC","MI","Southeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",789,"Residuals",785,86.0193,0.1096,NA,1
"1241","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Salt Ratio",70,"Year",1,8e-04,8e-04,0.4224,0.518
"1242","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Salt Ratio",70,"Vegetation_Zone",1,0.0036,0.0036,1.8992,0.1728
"1243","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Salt Ratio",70,"Year:Vegetation_Zone",1,0.0067,0.0067,3.5227,0.065
"1244","SOS","DM","West Coast","Riverine","Mesotidal","Mesohaline","Salt Ratio",70,"Residuals",66,0.1256,0.0019,NA,1
"1245","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Salt Ratio",120,"Year",1,0,0,0.0026,0.9594
"1246","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Salt Ratio",120,"Vegetation_Zone",1,0,0,0.9831,0.3235
"1247","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Salt Ratio",120,"Year:Vegetation_Zone",1,0,0,0.0026,0.9594
"1248","SOS","MM","West Coast","Bay Front","Mesotidal","Polyhaline","Salt Ratio",120,"Residuals",116,1e-04,0,NA,1
"1249","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Salt Ratio",122,"Year",1,0.0029,0.0029,1.8126,0.1808
"1250","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Salt Ratio",122,"Vegetation_Zone",1,0.0073,0.0073,4.6164,0.0337
"1251","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Salt Ratio",122,"Year:Vegetation_Zone",1,0.001,0.001,0.6198,0.4327
"1252","SOS","HC","West Coast","Riverine","Mesotidal","Mesohaline","Salt Ratio",122,"Residuals",118,0.1858,0.0016,NA,1
"1253","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",100,"Year",1,0,0,0.0525,0.8192
"1254","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",100,"Vegetation_Zone",1,3e-04,3e-04,6.2954,0.0138
"1255","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",100,"Year:Vegetation_Zone",1,0,0,0.0788,0.7796
"1256","SOS","VM","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",100,"Residuals",96,0.0041,0,NA,1
"1257","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",60,"Year",1,0,0,0.0965,0.7572
"1258","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",60,"Vegetation_Zone",1,0,0,0.1059,0.7461
"1259","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",60,"Year:Vegetation_Zone",1,0,0,0.0107,0.9179
"1260","SOS","VI","West Coast","Riverine","Mesotidal","Polyhaline","Salt Ratio",60,"Residuals",56,3e-04,0,NA,1
"1261","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",50,"Year",1,0.2604,0.2604,15.7641,2e-04
"1262","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",50,"Vegetation_Zone",1,3.9427,3.9427,238.6864,0
"1263","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",50,"Year:Vegetation_Zone",1,1.0326,1.0326,62.5143,0
"1264","TJR","McCoy North","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",50,"Residuals",46,0.7599,0.0165,NA,1
"1265","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",240,"Year",1,0.0014,0.0014,0.017,0.8964
"1266","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",240,"Vegetation_Zone",2,16.8568,8.4284,103.8735,0
"1267","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",240,"Year:Vegetation_Zone",2,0.0728,0.0364,0.4486,0.6391
"1268","TJR","McCoy South","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",240,"Residuals",234,18.987,0.0811,NA,1
"1269","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",210,"Year",1,0.001,0.001,0.0086,0.926
"1270","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",210,"Vegetation_Zone",1,0.9132,0.9132,7.9957,0.0052
"1271","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",210,"Year:Vegetation_Zone",1,2e-04,2e-04,0.0014,0.9697
"1272","TJR","South Beach","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",210,"Residuals",206,23.5282,0.1142,NA,1
"1273","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",270,"Year",1,0,0,1.0552,0.3052
"1274","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",270,"Vegetation_Zone",2,0,0,2.2419,0.1083
"1275","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",270,"Year:Vegetation_Zone",2,0,0,1.5075,0.2234
"1276","TJR","V1","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",270,"Residuals",264,5e-04,0,NA,1
"1277","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",240,"Year",1,0,0,0.238,0.6261
"1278","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",240,"Vegetation_Zone",1,0,0,0.0558,0.8135
"1279","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",240,"Year:Vegetation_Zone",1,0,0,0.0103,0.9191
"1280","TJR","V4","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",240,"Residuals",236,0.0011,0,NA,1
"1281","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",48,"Year",1,0.0021,0.0021,0.61,0.439
"1282","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",48,"Vegetation_Zone",1,0,0,2e-04,0.989
"1283","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",48,"Year:Vegetation_Zone",1,0,0,0.011,0.9171
"1284","TJR","Brazo Creek","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",48,"Residuals",44,0.1531,0.0035,NA,1
"1285","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",120,"Year",1,0.0167,0.0167,1.9902,0.161
"1286","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",120,"Vegetation_Zone",1,0.0012,0.0012,0.1422,0.7068
"1287","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",120,"Year:Vegetation_Zone",1,0.0024,0.0024,0.2843,0.5949
"1288","TJR","Model Marsh","West Coast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",120,"Residuals",116,0.9714,0.0084,NA,1
"1289","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",265,"Year",1,0.004,0.004,0.571,0.4506
"1290","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",265,"Vegetation_Zone",2,0.3514,0.1757,24.8573,0
"1291","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",265,"Year:Vegetation_Zone",2,0.0175,0.0087,1.2374,0.2918
"1292","WEL","WB","Northeast","Back Barrier","Mesotidal","Polyhaline","Salt Ratio",265,"Residuals",259,1.8306,0.0071,NA,1
"1293","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",420,"Year",1,1e-04,1e-04,0.0026,0.9593
"1294","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",420,"Vegetation_Zone",2,1.2508,0.6254,12.0676,0
"1295","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",420,"Year:Vegetation_Zone",2,0,0,4e-04,0.9996
"1296","WQB","Section 2","Northeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",420,"Residuals",414,21.455,0.0518,NA,1
"1297","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",307,"Year",1,0.0575,0.0575,0.8235,0.3649
"1298","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",307,"Vegetation_Zone",2,1.5753,0.7877,11.2764,0
"1299","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",307,"Year:Vegetation_Zone",2,0.3804,0.1902,2.7228,0.0673
"1300","WQB","Section 1","Northeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",307,"Residuals",301,21.0249,0.0699,NA,1
"1301","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",331,"Year",1,0.0017,0.0017,0.1375,0.7111
"1302","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",331,"Vegetation_Zone",2,0.1431,0.0715,5.8688,0.0031
"1303","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",331,"Year:Vegetation_Zone",2,0.0405,0.0203,1.6619,0.1914
"1304","WQB","Section 3","Northeast","Back Barrier","Microtidal","Polyhaline","Salt Ratio",331,"Residuals",325,3.9614,0.0122,NA,1
