"","Reserve","SiteID","Metric","site_variable","Category","SampleSize","term","slope","std.error","statistic","pvalue"
"1494","SOS","DM","Halophyte Cover","salinity","Mesohaline",280,"Year",0.4222,0.3914,1.0785,0.2846
"1495","SOS","MM","Halophyte Cover","salinity","Polyhaline",480,"Year",-0.0773,0.9128,-0.0847,0.9326
"1496","SOS","HC","Halophyte Cover","salinity","Mesohaline",488,"Year",1.136,0.6919,1.6417,0.1033
"1497","SOS","VM","Halophyte Cover","salinity","Polyhaline",400,"Year",-0.2499,0.7319,-0.3414,0.7335
"1498","SOS","VI","Halophyte Cover","salinity","Polyhaline",240,"Year",0.9959,0.3741,2.6623,0.01
"1499","SOS","MI","Halophyte Cover","salinity","Polyhaline",240,"Year",1.9614,0.3791,5.1737,0
"1500","TJR","McCoy North","Halophyte Cover","salinity","Polyhaline",200,"Year",0.3938,2.0001,0.1969,0.8447
"1501","TJR","McCoy South","Halophyte Cover","salinity","Polyhaline",960,"Year",-0.7217,0.8852,-0.8153,0.4157
"1502","TJR","South Beach","Halophyte Cover","salinity","Polyhaline",840,"Year",-0.6097,0.9414,-0.6477,0.5179
"1503","TJR","V1","Halophyte Cover","salinity","Polyhaline",1080,"Year",-1.3006,0.3629,-3.5839,4e-04
"1504","TJR","V3","Halophyte Cover","salinity","Polyhaline",960,"Year",0.6115,0.5463,1.1193,0.2641
"1505","TJR","V4","Halophyte Cover","salinity","Polyhaline",960,"Year",0.8364,0.3985,2.099,0.0369
"1506","TJR","Brazo Creek","Halophyte Cover","salinity","Polyhaline",192,"Year",1.9792,2.1331,0.9278,0.3583
"1507","TJR","Horse Trail","Halophyte Cover","salinity","Polyhaline",300,"Year",0.9206,0.6623,1.39,0.1687
"1508","TJR","Model Marsh","Halophyte Cover","salinity","Polyhaline",480,"Year",2.3895,1.8067,1.3226,0.1885
"1509","WEL","WB","Halophyte Cover","salinity","Polyhaline",1060,"Year",-0.2284,0.3445,-0.6629,0.508
"1510","WQB","Section 2","Halophyte Cover","salinity","Polyhaline",1680,"Year",-0.1282,0.5286,-0.2426,0.8084
"1511","WQB","Section 1","Halophyte Cover","salinity","Polyhaline",1228,"Year",-1.3683,0.6724,-2.0347,0.0427
"1512","WQB","Section 3","Halophyte Cover","salinity","Polyhaline",1324,"Year",-0.2967,0.6009,-0.4937,0.6219
"1513","ACE","EIN","Freshwater Cover","salinity","Polyhaline",568,"Year",0,0,NA,1
"1514","ACE","EIS","Freshwater Cover","salinity","Polyhaline",488,"Year",0,0,NA,1
"1515","APA","PC","Freshwater Cover","salinity","Polyhaline",1384,"Year",-0.7154,0.2498,-2.864,0.0044
"1516","CBM","MB","Freshwater Cover","salinity","Mesohaline",640,"Year",0,0,NA,1
"1517","CBM","OPC","Freshwater Cover","salinity","Oligohaline",1676,"Year",2.5235,0.2583,9.7681,0
"1518","DEL","SJR","Freshwater Cover","salinity","Mesohaline",480,"Year",0,0,NA,1
"1519","ELK","Upper","Freshwater Cover","salinity","Polyhaline",240,"Year",0,0,NA,1
"1520","ELK","Lower","Freshwater Cover","salinity","Polyhaline",400,"Year",0,0,NA,1
"1521","GND","spalt","Freshwater Cover","salinity","Polyhaline",648,"Year",0,0,NA,1
"1522","GND","juro low","Freshwater Cover","salinity","Mesohaline",840,"Year",0,0,NA,1
"1523","GND","juro high","Freshwater Cover","salinity","Mesohaline",512,"Year",0.0787,0.2518,0.3125,0.7552
"1524","GND","juro mid","Freshwater Cover","salinity","Mesohaline",960,"Year",-0.1768,0.4375,-0.4041,0.6865
"1525","GND","clmaj","Freshwater Cover","salinity","Oligohaline",600,"Year",-3.2417,1.1438,-2.8341,0.0052
"1526","GRB","SP","Freshwater Cover","salinity","Polyhaline",1964,"Year",-0.0035,0.1234,-0.0286,0.9772
"1527","GRB","GBF","Freshwater Cover","salinity","Polyhaline",1716,"Year",-0.2107,0.1035,-2.035,0.0425
"1528","GRB","BC","Freshwater Cover","salinity","Polyhaline",1316,"Year",-0.305,0.116,-2.6288,0.009
"1529","GTM","22","Freshwater Cover","salinity","Oligohaline",1596,"Year",0,0,NA,1
"1530","GTM","0","Freshwater Cover","salinity","Oligohaline",1396,"Year",0,0,NA,1
"1531","GTM","40","Freshwater Cover","salinity","Oligohaline",1312,"Year",0,0,NA,1
"1532","GTM","1","Freshwater Cover","salinity","Oligohaline",1500,"Year",0,0,NA,1
"1533","GTM","46","Freshwater Cover","salinity","Oligohaline",1624,"Year",0.9313,0.1695,5.4954,0
"1534","JAC","Central Segment","Freshwater Cover","salinity","Oligohaline",1080,"Year",0,0,NA,1
"1535","JAC","South Segment","Freshwater Cover","salinity","Oligohaline",1080,"Year",0,0,NA,1
"1536","KAC","FR","Freshwater Cover","salinity","Mesohaline",2184,"Year",0.0855,0.0765,1.1178,0.2641
"1537","KAC","BS","Freshwater Cover","salinity","Oligohaline",1384,"Year",0.1906,0.252,0.7563,0.45
"1538","KAC","CP","Freshwater Cover","salinity","Mesohaline",1852,"Year",-0.0179,0.0245,-0.7309,0.4652
"1539","KAC","SC","Freshwater Cover","salinity","Mesohaline",644,"Year",0,0,NA,1
"1540","MAR","MI-W","Freshwater Cover","salinity","Polyhaline",2192,"Year",0,0,NA,1
"1541","MAR","HF1","Freshwater Cover","salinity","Polyhaline",2192,"Year",0,0,NA,1
"1542","MAR","HF2","Freshwater Cover","salinity","Polyhaline",2400,"Year",0,0,NA,1
"1543","MAR","HF3","Freshwater Cover","salinity","Polyhaline",2192,"Year",0,0,NA,1
"1544","NAR","Nag","Freshwater Cover","salinity","Polyhaline",1248,"Year",0,0,NA,1
"1545","NAR","Coggeshall","Freshwater Cover","salinity","Polyhaline",1092,"Year",0,0,NA,1
"1546","NIW","Segment A","Freshwater Cover","salinity","Polyhaline",1276,"Year",0.041,0.0318,1.2896,0.1981
"1547","NIW","Segment B","Freshwater Cover","salinity","Polyhaline",1352,"Year",-0.088,0.0479,-1.8368,0.0671
"1548","NOC","MI","Freshwater Cover","salinity","Polyhaline",3156,"Year",0,0,NA,1
"1549","NOC","MM","Freshwater Cover","salinity","Polyhaline",2404,"Year",0,0,NA,1
"1550","SOS","DM","Freshwater Cover","salinity","Mesohaline",280,"Year",-0.089,0.1387,-0.6418,0.5232
"1551","SOS","MM","Freshwater Cover","salinity","Polyhaline",480,"Year",0,0,NA,1
"1552","SOS","HC","Freshwater Cover","salinity","Mesohaline",488,"Year",0.1518,0.0929,1.6351,0.1047
"1553","SOS","VM","Freshwater Cover","salinity","Polyhaline",400,"Year",0.0031,0.015,0.2038,0.8389
"1554","SOS","VI","Freshwater Cover","salinity","Polyhaline",240,"Year",0,0,NA,1
"1555","SOS","MI","Freshwater Cover","salinity","Polyhaline",240,"Year",0,0,NA,1
"1556","TJR","McCoy North","Freshwater Cover","salinity","Polyhaline",200,"Year",0,0,NA,1
"1557","TJR","McCoy South","Freshwater Cover","salinity","Polyhaline",960,"Year",0,0,NA,1
"1558","TJR","South Beach","Freshwater Cover","salinity","Polyhaline",840,"Year",0,0,NA,1
"1559","TJR","V1","Freshwater Cover","salinity","Polyhaline",1080,"Year",0,0,NA,1
"1560","TJR","V3","Freshwater Cover","salinity","Polyhaline",960,"Year",0,0,NA,1
"1561","TJR","V4","Freshwater Cover","salinity","Polyhaline",960,"Year",0,0,NA,1
"1562","TJR","Brazo Creek","Freshwater Cover","salinity","Polyhaline",192,"Year",0,0,NA,1
"1563","TJR","Horse Trail","Freshwater Cover","salinity","Polyhaline",300,"Year",0,0,NA,1
"1564","TJR","Model Marsh","Freshwater Cover","salinity","Polyhaline",480,"Year",0,0,NA,1
"1565","WEL","WB","Freshwater Cover","salinity","Polyhaline",1060,"Year",0.0152,0.0958,0.1581,0.8745
"1566","WQB","Section 2","Freshwater Cover","salinity","Polyhaline",1680,"Year",0,0,NA,1
"1567","WQB","Section 1","Freshwater Cover","salinity","Polyhaline",1228,"Year",0.3622,0.1528,2.3696,0.0184
"1568","WQB","Section 3","Freshwater Cover","salinity","Polyhaline",1324,"Year",-0.0505,0.0244,-2.0735,0.0389
"1569","ACE","EIN","EMI","salinity","Polyhaline",568,"Year",0.0109,0.0083,1.3162,0.1903
"1570","ACE","EIS","EMI","salinity","Polyhaline",488,"Year",0.0301,0.0086,3.52,6e-04
"1571","APA","PC","EMI","salinity","Polyhaline",1384,"Year",0.0045,0.0059,0.7621,0.4465
"1572","CBM","MB","EMI","salinity","Mesohaline",640,"Year",0,0.0052,9e-04,0.9992
"1573","CBM","OPC","EMI","salinity","Oligohaline",1676,"Year",0.0087,0.0015,5.6721,0
"1574","DEL","SJR","EMI","salinity","Mesohaline",480,"Year",0.0101,0.0159,0.6331,0.5279
"1575","ELK","Upper","EMI","salinity","Polyhaline",240,"Year",0.0096,0.0251,0.3829,0.7032
"1576","ELK","Lower","EMI","salinity","Polyhaline",400,"Year",0.0091,0.0141,0.6429,0.5218
"1577","GND","spalt","EMI","salinity","Polyhaline",648,"Year",0.0583,0.0074,7.8617,0
"1578","GND","juro low","EMI","salinity","Mesohaline",840,"Year",0.0819,0.0091,9.0293,0
"1579","GND","juro high","EMI","salinity","Mesohaline",512,"Year",0.0642,0.0106,6.0762,0
"1580","GND","juro mid","EMI","salinity","Mesohaline",960,"Year",0.0465,0.0093,5.0213,0
"1581","GND","clmaj","EMI","salinity","Oligohaline",600,"Year",0,0,NA,1
"1582","GRB","SP","EMI","salinity","Polyhaline",1964,"Year",0.0151,0.0039,3.8623,1e-04
"1583","GRB","GBF","EMI","salinity","Polyhaline",1716,"Year",0.0086,0.0046,1.8791,0.0609
"1584","GRB","BC","EMI","salinity","Polyhaline",1316,"Year",0.0127,0.0045,2.8018,0.0054
"1585","GTM","22","EMI","salinity","Oligohaline",1596,"Year",-0.0052,0.0047,-1.1092,0.268
"1586","GTM","0","EMI","salinity","Oligohaline",1396,"Year",-1e-04,0.0044,-0.0186,0.9852
"1587","GTM","40","EMI","salinity","Oligohaline",1312,"Year",-0.0155,0.0043,-3.6295,3e-04
"1588","GTM","1","EMI","salinity","Oligohaline",1500,"Year",0.005,0.0061,0.8196,0.413
"1589","GTM","46","EMI","salinity","Oligohaline",1624,"Year",-7e-04,0.0064,-0.103,0.918
"1590","JAC","Central Segment","EMI","salinity","Oligohaline",1080,"Year",-0.0171,0.0034,-5.0013,0
"1591","JAC","South Segment","EMI","salinity","Oligohaline",1080,"Year",-0.0041,0.004,-1.0221,0.3076
"1592","KAC","FR","EMI","salinity","Mesohaline",2184,"Year",-7e-04,0.0027,-0.2714,0.7862
"1593","KAC","BS","EMI","salinity","Oligohaline",1384,"Year",0.0018,0.0036,0.518,0.6048
"1594","KAC","CP","EMI","salinity","Mesohaline",1852,"Year",0.0021,0.0011,1.8276,0.0683
"1595","KAC","SC","EMI","salinity","Mesohaline",644,"Year",0.0065,0.007,0.9353,0.351
"1596","MAR","MI-W","EMI","salinity","Polyhaline",2192,"Year",-0.0208,0.0052,-4.0107,1e-04
"1597","MAR","HF1","EMI","salinity","Polyhaline",2192,"Year",0.0431,0.0047,9.1677,0
"1598","MAR","HF2","EMI","salinity","Polyhaline",2400,"Year",0.0278,0.0052,5.3971,0
"1599","MAR","HF3","EMI","salinity","Polyhaline",2192,"Year",0.0539,0.0057,9.4815,0
"1600","NAR","Nag","EMI","salinity","Polyhaline",1248,"Year",0.017,0.0048,3.5205,5e-04
"1601","NAR","Coggeshall","EMI","salinity","Polyhaline",1092,"Year",0.0089,0.0045,1.9913,0.0474
"1602","NIW","Segment A","EMI","salinity","Polyhaline",1276,"Year",-0.0089,0.0038,-2.319,0.021
"1603","NIW","Segment B","EMI","salinity","Polyhaline",1352,"Year",-0.0075,0.0041,-1.8222,0.0693
"1604","NOC","MI","EMI","salinity","Polyhaline",3156,"Year",-0.0073,0.0038,-1.9252,0.0546
"1605","NOC","MM","EMI","salinity","Polyhaline",2404,"Year",0.0361,0.0037,9.6477,0
"1606","SOS","DM","EMI","salinity","Mesohaline",280,"Year",0.0043,0.0026,1.6562,0.1023
"1607","SOS","MM","EMI","salinity","Polyhaline",480,"Year",0.0012,0.0054,0.2161,0.8293
"1608","SOS","HC","EMI","salinity","Mesohaline",488,"Year",-0.003,0.0039,-0.7587,0.4495
"1609","SOS","VM","EMI","salinity","Polyhaline",400,"Year",0.0061,0.0071,0.8642,0.3896
"1610","SOS","VI","EMI","salinity","Polyhaline",240,"Year",2e-04,2e-04,1.0348,0.305
"1611","SOS","MI","EMI","salinity","Polyhaline",240,"Year",0.0035,0.0021,1.6658,0.1011
"1612","TJR","McCoy North","EMI","salinity","Polyhaline",200,"Year",0,0,NA,1
"1613","TJR","McCoy South","EMI","salinity","Polyhaline",960,"Year",0.0012,0.0057,0.2123,0.8321
"1614","TJR","South Beach","EMI","salinity","Polyhaline",840,"Year",-0.0032,0.0042,-0.7578,0.4494
"1615","TJR","V1","EMI","salinity","Polyhaline",1080,"Year",-0.0025,0.003,-0.8275,0.4087
"1616","TJR","V3","EMI","salinity","Polyhaline",960,"Year",-0.001,0.0031,-0.3113,0.7558
"1617","TJR","V4","EMI","salinity","Polyhaline",960,"Year",7e-04,0.003,0.2225,0.8241
"1618","TJR","Brazo Creek","EMI","salinity","Polyhaline",192,"Year",-0.0176,0.0267,-0.6614,0.5117
"1619","TJR","Horse Trail","EMI","salinity","Polyhaline",300,"Year",-2e-04,0.0025,-0.0797,0.9367
"1620","TJR","Model Marsh","EMI","salinity","Polyhaline",480,"Year",-0.0199,0.0097,-2.0442,0.0432
"1621","WEL","WB","EMI","salinity","Polyhaline",1060,"Year",0.0012,0.0047,0.2487,0.8038
"1622","WQB","Section 2","EMI","salinity","Polyhaline",1680,"Year",0.0104,0.0051,2.0621,0.0398
"1623","WQB","Section 1","EMI","salinity","Polyhaline",1228,"Year",0.013,0.0057,2.2599,0.0245
"1624","WQB","Section 3","EMI","salinity","Polyhaline",1324,"Year",0.0153,0.0062,2.4849,0.0135
"1625","ACE","EIN","Richness","salinity","Polyhaline",568,"Year",-0.0011,0.0142,-0.081,0.9356
"1626","ACE","EIS","Richness","salinity","Polyhaline",488,"Year",0.0531,0.0199,2.6705,0.0086
"1627","APA","PC","Richness","salinity","Polyhaline",1384,"Year",-0.024,0.0522,-0.4594,0.6462
"1628","CBM","MB","Richness","salinity","Mesohaline",640,"Year",0.0424,0.0351,1.2066,0.2294
"1629","CBM","OPC","Richness","salinity","Oligohaline",1676,"Year",0.0647,0.0463,1.3979,0.1629
"1630","DEL","SJR","Richness","salinity","Mesohaline",480,"Year",-0.0617,0.0215,-2.8719,0.0048
"1631","ELK","Upper","Richness","salinity","Polyhaline",240,"Year",0.0036,0.0402,0.089,0.9294
"1632","ELK","Lower","Richness","salinity","Polyhaline",400,"Year",0.0287,0.0431,0.6663,0.5068
"1633","GND","spalt","Richness","salinity","Polyhaline",648,"Year",0.0487,0.0227,2.141,0.0338
"1634","GND","juro low","Richness","salinity","Mesohaline",840,"Year",0.0531,0.0206,2.5797,0.0106
"1635","GND","juro high","Richness","salinity","Mesohaline",512,"Year",0.3715,0.0835,4.4473,0
"1636","GND","juro mid","Richness","salinity","Mesohaline",960,"Year",0.1993,0.0589,3.3858,8e-04
"1637","GND","clmaj","Richness","salinity","Oligohaline",600,"Year",0.8767,0.1418,6.1813,0
"1638","GRB","SP","Richness","salinity","Polyhaline",1964,"Year",-0.0113,0.0306,-0.3682,0.7129
"1639","GRB","GBF","Richness","salinity","Polyhaline",1716,"Year",-0.048,0.0211,-2.2709,0.0237
"1640","GRB","BC","Richness","salinity","Polyhaline",1316,"Year",-0.0662,0.0391,-1.692,0.0916
"1641","GTM","22","Richness","salinity","Oligohaline",1596,"Year",0.0407,0.0119,3.4136,7e-04
"1642","GTM","0","Richness","salinity","Oligohaline",1396,"Year",-0.025,0.0101,-2.4829,0.0135
"1643","GTM","40","Richness","salinity","Oligohaline",1312,"Year",-0.025,0.005,-5.02,0
"1644","GTM","1","Richness","salinity","Oligohaline",1500,"Year",0.109,0.023,4.748,0
"1645","GTM","46","Richness","salinity","Oligohaline",1624,"Year",0.0345,0.0346,0.9985,0.3186
"1646","JAC","Central Segment","Richness","salinity","Oligohaline",1080,"Year",-0.0118,0.012,-0.985,0.3255
"1647","JAC","South Segment","Richness","salinity","Oligohaline",1080,"Year",-0.0058,0.016,-0.3638,0.7163
"1648","KAC","FR","Richness","salinity","Mesohaline",2184,"Year",0.0556,0.0212,2.6242,0.0089
"1649","KAC","BS","Richness","salinity","Oligohaline",1384,"Year",0.1065,0.0277,3.8443,1e-04
"1650","KAC","CP","Richness","salinity","Mesohaline",1852,"Year",-0.0554,0.024,-2.3046,0.0216
"1651","KAC","SC","Richness","salinity","Mesohaline",644,"Year",0.0212,0.0329,0.6449,0.5199
"1652","MAR","MI-W","Richness","salinity","Polyhaline",2192,"Year",-0.109,0.0165,-6.6186,0
"1653","MAR","HF1","Richness","salinity","Polyhaline",2192,"Year",-0.2648,0.0172,-15.4415,0
"1654","MAR","HF2","Richness","salinity","Polyhaline",2400,"Year",-0.1965,0.0172,-11.4542,0
"1655","MAR","HF3","Richness","salinity","Polyhaline",2192,"Year",-0.2051,0.0177,-11.5988,0
"1656","NAR","Nag","Richness","salinity","Polyhaline",1248,"Year",-0.0261,0.0193,-1.3498,0.1781
"1657","NAR","Coggeshall","Richness","salinity","Polyhaline",1092,"Year",-0.0445,0.0236,-1.885,0.0605
"1658","NIW","Segment A","Richness","salinity","Polyhaline",1276,"Year",-0.0071,0.0201,-0.3546,0.7231
"1659","NIW","Segment B","Richness","salinity","Polyhaline",1352,"Year",-0.0186,0.0111,-1.6807,0.0937
"1660","NOC","MI","Richness","salinity","Polyhaline",3156,"Year",-0.0054,0.0119,-0.4517,0.6516
"1661","NOC","MM","Richness","salinity","Polyhaline",2404,"Year",8e-04,0.0043,0.1924,0.8475
"1662","SOS","DM","Richness","salinity","Mesohaline",280,"Year",0.0029,0.0586,0.0492,0.9609
"1663","SOS","MM","Richness","salinity","Polyhaline",480,"Year",0.039,0.0511,0.7634,0.4468
"1664","SOS","HC","Richness","salinity","Mesohaline",488,"Year",0.037,0.0527,0.7015,0.4843
"1665","SOS","VM","Richness","salinity","Polyhaline",400,"Year",0.0209,0.0893,0.2342,0.8153
"1666","SOS","VI","Richness","salinity","Polyhaline",240,"Year",-0.006,0.0451,-0.1334,0.8944
"1667","SOS","MI","Richness","salinity","Polyhaline",240,"Year",0.1487,0.0392,3.7982,4e-04
"1668","TJR","McCoy North","Richness","salinity","Polyhaline",200,"Year",0.0255,0.122,0.2086,0.8356
"1669","TJR","McCoy South","Richness","salinity","Polyhaline",960,"Year",-0.0985,0.0268,-3.6731,3e-04
"1670","TJR","South Beach","Richness","salinity","Polyhaline",840,"Year",-0.0121,0.0323,-0.3756,0.7076
"1671","TJR","V1","Richness","salinity","Polyhaline",1080,"Year",0.0061,0.0322,0.1882,0.8509
"1672","TJR","V3","Richness","salinity","Polyhaline",960,"Year",-3e-04,0.0406,-0.0062,0.995
"1673","TJR","V4","Richness","salinity","Polyhaline",960,"Year",-0.1235,0.0279,-4.4251,0
"1674","TJR","Brazo Creek","Richness","salinity","Polyhaline",192,"Year",0.0667,0.1341,0.4971,0.6215
"1675","TJR","Horse Trail","Richness","salinity","Polyhaline",300,"Year",-0.0267,0.0617,-0.4322,0.6669
"1676","TJR","Model Marsh","Richness","salinity","Polyhaline",480,"Year",-0.0375,0.0605,-0.6199,0.5365
"1677","WEL","WB","Richness","salinity","Polyhaline",1060,"Year",-0.0175,0.0249,-0.7027,0.4828
"1678","WQB","Section 2","Richness","salinity","Polyhaline",1680,"Year",-0.0052,0.0432,-0.1213,0.9035
"1679","WQB","Section 1","Richness","salinity","Polyhaline",1228,"Year",0.1801,0.0431,4.1803,0
"1680","WQB","Section 3","Richness","salinity","Polyhaline",1324,"Year",0.0411,0.0482,0.8534,0.3941
"1681","ACE","EIN","Shannon-Weiner Diversity","salinity","Polyhaline",568,"Year",-0.0013,0.0058,-0.2221,0.8245
"1682","ACE","EIS","Shannon-Weiner Diversity","salinity","Polyhaline",488,"Year",0.0059,0.0069,0.8544,0.3946
"1683","APA","PC","Shannon-Weiner Diversity","salinity","Polyhaline",1384,"Year",0.0098,0.0097,1.0021,0.317
"1684","CBM","MB","Shannon-Weiner Diversity","salinity","Mesohaline",640,"Year",0.0097,0.0096,1.0067,0.3156
"1685","CBM","OPC","Shannon-Weiner Diversity","salinity","Oligohaline",1676,"Year",0.0139,0.0075,1.8632,0.0631
"1686","DEL","SJR","Shannon-Weiner Diversity","salinity","Mesohaline",480,"Year",-0.0233,0.0094,-2.4899,0.0142
"1687","ELK","Upper","Shannon-Weiner Diversity","salinity","Polyhaline",240,"Year",0.0107,0.0201,0.5303,0.5979
"1688","ELK","Lower","Shannon-Weiner Diversity","salinity","Polyhaline",400,"Year",0.0073,0.015,0.4872,0.6272
"1689","GND","spalt","Shannon-Weiner Diversity","salinity","Polyhaline",648,"Year",0.0239,0.0115,2.0733,0.0397
"1690","GND","juro low","Shannon-Weiner Diversity","salinity","Mesohaline",840,"Year",0.014,0.0085,1.6529,0.0999
"1691","GND","juro high","Shannon-Weiner Diversity","salinity","Mesohaline",512,"Year",0.1259,0.0242,5.2014,0
"1692","GND","juro mid","Shannon-Weiner Diversity","salinity","Mesohaline",960,"Year",0.0647,0.0176,3.6739,3e-04
"1693","GND","clmaj","Shannon-Weiner Diversity","salinity","Oligohaline",600,"Year",0.2381,0.0314,7.5753,0
"1694","GRB","SP","Shannon-Weiner Diversity","salinity","Polyhaline",1964,"Year",-0.0044,0.0062,-0.718,0.4731
"1695","GRB","GBF","Shannon-Weiner Diversity","salinity","Polyhaline",1716,"Year",-0.0152,0.0059,-2.599,0.0097
"1696","GRB","BC","Shannon-Weiner Diversity","salinity","Polyhaline",1316,"Year",-0.0142,0.0085,-1.6621,0.0975
"1697","GTM","22","Shannon-Weiner Diversity","salinity","Oligohaline",1596,"Year",0.0281,0.0039,7.2046,0
"1698","GTM","0","Shannon-Weiner Diversity","salinity","Oligohaline",1396,"Year",0.0044,0.0041,1.0635,0.2883
"1699","GTM","40","Shannon-Weiner Diversity","salinity","Oligohaline",1312,"Year",0,2e-04,-0.267,0.7897
"1700","GTM","1","Shannon-Weiner Diversity","salinity","Oligohaline",1500,"Year",0.0531,0.0071,7.4431,0
"1701","GTM","46","Shannon-Weiner Diversity","salinity","Oligohaline",1624,"Year",-0.0033,0.0082,-0.4073,0.684
"1702","JAC","Central Segment","Shannon-Weiner Diversity","salinity","Oligohaline",1080,"Year",-0.0093,0.0045,-2.0667,0.0397
"1703","JAC","South Segment","Shannon-Weiner Diversity","salinity","Oligohaline",1080,"Year",-0.0071,0.0044,-1.6186,0.1067
"1704","KAC","FR","Shannon-Weiner Diversity","salinity","Mesohaline",2184,"Year",0.0105,0.0052,2.0119,0.0447
"1705","KAC","BS","Shannon-Weiner Diversity","salinity","Oligohaline",1384,"Year",0.0345,0.0071,4.8713,0
"1706","KAC","CP","Shannon-Weiner Diversity","salinity","Mesohaline",1852,"Year",-6e-04,0.0059,-0.097,0.9228
"1707","KAC","SC","Shannon-Weiner Diversity","salinity","Mesohaline",644,"Year",-0.0046,0.0088,-0.5238,0.6011
"1708","MAR","MI-W","Shannon-Weiner Diversity","salinity","Polyhaline",2192,"Year",-0.0339,0.0049,-6.8769,0
"1709","MAR","HF1","Shannon-Weiner Diversity","salinity","Polyhaline",2192,"Year",-0.0705,0.0052,-13.5285,0
"1710","MAR","HF2","Shannon-Weiner Diversity","salinity","Polyhaline",2400,"Year",-0.0676,0.0054,-12.565,0
"1711","MAR","HF3","Shannon-Weiner Diversity","salinity","Polyhaline",2192,"Year",-0.0551,0.0057,-9.7264,0
"1712","NAR","Nag","Shannon-Weiner Diversity","salinity","Polyhaline",1248,"Year",-0.0147,0.0058,-2.5563,0.0111
"1713","NAR","Coggeshall","Shannon-Weiner Diversity","salinity","Polyhaline",1092,"Year",-0.0234,0.0073,-3.1931,0.0016
"1714","NIW","Segment A","Shannon-Weiner Diversity","salinity","Polyhaline",1276,"Year",-0.0017,0.0045,-0.3695,0.712
"1715","NIW","Segment B","Shannon-Weiner Diversity","salinity","Polyhaline",1352,"Year",-0.003,0.0023,-1.293,0.1969
"1716","NOC","MI","Shannon-Weiner Diversity","salinity","Polyhaline",3156,"Year",0.0046,0.0034,1.3369,0.1817
"1717","NOC","MM","Shannon-Weiner Diversity","salinity","Polyhaline",2404,"Year",0.0013,5e-04,2.4481,0.0146
"1718","SOS","DM","Shannon-Weiner Diversity","salinity","Mesohaline",280,"Year",0.0077,0.0096,0.8072,0.4224
"1719","SOS","MM","Shannon-Weiner Diversity","salinity","Polyhaline",480,"Year",0.0147,0.0091,1.6222,0.1074
"1720","SOS","HC","Shannon-Weiner Diversity","salinity","Mesohaline",488,"Year",0.0224,0.0062,3.6153,4e-04
"1721","SOS","VM","Shannon-Weiner Diversity","salinity","Polyhaline",400,"Year",0.0249,0.017,1.4671,0.1456
"1722","SOS","VI","Shannon-Weiner Diversity","salinity","Polyhaline",240,"Year",0.0206,0.0109,1.8906,0.0637
"1723","SOS","MI","Shannon-Weiner Diversity","salinity","Polyhaline",240,"Year",0.0298,0.0086,3.4779,0.001
"1724","TJR","McCoy North","Shannon-Weiner Diversity","salinity","Polyhaline",200,"Year",-0.0128,0.0193,-0.662,0.5111
"1725","TJR","McCoy South","Shannon-Weiner Diversity","salinity","Polyhaline",960,"Year",-0.0187,0.0083,-2.2398,0.026
"1726","TJR","South Beach","Shannon-Weiner Diversity","salinity","Polyhaline",840,"Year",-0.0011,0.0086,-0.1259,0.8999
"1727","TJR","V1","Shannon-Weiner Diversity","salinity","Polyhaline",1080,"Year",6e-04,0.0093,0.0656,0.9477
"1728","TJR","V3","Shannon-Weiner Diversity","salinity","Polyhaline",960,"Year",0.011,0.0077,1.4346,0.1527
"1729","TJR","V4","Shannon-Weiner Diversity","salinity","Polyhaline",960,"Year",-0.0175,0.0069,-2.5268,0.0122
"1730","TJR","Brazo Creek","Shannon-Weiner Diversity","salinity","Polyhaline",192,"Year",0.0682,0.0434,1.5712,0.123
"1731","TJR","Horse Trail","Shannon-Weiner Diversity","salinity","Polyhaline",300,"Year",-0.0147,0.0198,-0.7438,0.4594
"1732","TJR","Model Marsh","Shannon-Weiner Diversity","salinity","Polyhaline",480,"Year",-0.0051,0.0209,-0.2446,0.8072
"1733","WEL","WB","Shannon-Weiner Diversity","salinity","Polyhaline",1060,"Year",-0.0046,0.006,-0.7678,0.4433
"1734","WQB","Section 2","Shannon-Weiner Diversity","salinity","Polyhaline",1680,"Year",-0.0202,0.0086,-2.347,0.0194
"1735","WQB","Section 1","Shannon-Weiner Diversity","salinity","Polyhaline",1228,"Year",0.0341,0.0102,3.3438,9e-04
"1736","WQB","Section 3","Shannon-Weiner Diversity","salinity","Polyhaline",1324,"Year",4e-04,0.0098,0.0437,0.9652
"1737","ACE","EIN","Salt Ratio","salinity","Polyhaline",568,"Year",0.0079,0.0074,1.0698,0.2865
"1738","ACE","EIS","Salt Ratio","salinity","Polyhaline",488,"Year",0.0221,0.0112,1.9687,0.0513
"1739","APA","PC","Salt Ratio","salinity","Polyhaline",1384,"Year",0.007,0.0045,1.5501,0.122
"1740","CBM","MB","Salt Ratio","salinity","Mesohaline",640,"Year",-2e-04,1e-04,-1.8527,0.0658
"1741","CBM","OPC","Salt Ratio","salinity","Oligohaline",1676,"Year",0.0023,0.0014,1.6955,0.0907
"1742","DEL","SJR","Salt Ratio","salinity","Mesohaline",480,"Year",0,0.0074,0,1
"1743","ELK","Upper","Salt Ratio","salinity","Polyhaline",240,"Year",0.0083,0.0073,1.1343,0.2613
"1744","ELK","Lower","Salt Ratio","salinity","Polyhaline",400,"Year",0,0,NA,1
