"","Reserve","SiteID","Metric","SampleSize","term","slope","std.error","statistic","pvalue"
"1604","WQB","Section 2","Salt Ratio",420,"Year:Vegetation_ZoneUp",4e-04,0.0172,0.025,0.98
"1605","WQB","Section 1","Salt Ratio",307,"(Intercept)",-24.8377,13.1815,-1.8843,0.0605
"1606","WQB","Section 1","Salt Ratio",307,"Year",0.0128,0.0065,1.9532,0.0517
"1607","WQB","Section 1","Salt Ratio",307,"Vegetation_ZoneMid",25.8377,33.3522,0.7747,0.4391
"1608","WQB","Section 1","Salt Ratio",307,"Vegetation_ZoneUp",121.9832,53.935,2.2617,0.0244
"1609","WQB","Section 1","Salt Ratio",307,"Year:Vegetation_ZoneMid",-0.0128,0.0166,-0.7721,0.4406
"1610","WQB","Section 1","Salt Ratio",307,"Year:Vegetation_ZoneUp",-0.0606,0.0268,-2.2665,0.0241
"1611","WQB","Section 3","Salt Ratio",331,"(Intercept)",6.6624,8.8452,0.7532,0.4519
"1612","WQB","Section 3","Salt Ratio",331,"Year",-0.0028,0.0044,-0.6451,0.5193
"1613","WQB","Section 3","Salt Ratio",331,"Vegetation_ZoneMid",-5.664,10.5768,-0.5355,0.5927
"1614","WQB","Section 3","Salt Ratio",331,"Vegetation_ZoneUp",-25.6358,14.4662,-1.7721,0.0773
"1615","WQB","Section 3","Salt Ratio",331,"Year:Vegetation_ZoneMid",0.0028,0.0052,0.5397,0.5898
"1616","WQB","Section 3","Salt Ratio",331,"Year:Vegetation_ZoneUp",0.0127,0.0072,1.7724,0.0773
